meal_id,name,price
141,"Potatoes - Purple, Organic",28.8
142,"Crab - Dungeness, Whole",3.59
143,Dried Apple,38.02
144,Bread Base - Italian,6.96
145,Pastry - Butterscotch Baked,67.15
146,Lamb - Shoulder,67.92
147,Bagel - Plain,24.22
148,Wine - Gewurztraminer Pierre,7.78
149,"Cheese - Manchego, Spanish",49.16
150,Pineapple - Regular,24.31
151,"Tray - Foam, Square 4 - S",67.37
152,Bread - Mini Hamburger Bun,17.79
153,Sun - Dried Tomatoes,54.52
154,Trueblue - Blueberry Cranberry,61.97
155,Wine - Two Oceans Sauvignon,47.96
156,Mousse - Passion Fruit,64.44
157,Onions - Vidalia,18.18
158,Lid Tray - 12in Dome,24.12
159,Venison - Ground,53.69
160,Coffee - Cafe Moreno,1.55
161,Squash - Sunburst,22.47
162,"Nestea - Ice Tea, Diet",40.75
163,Cookie Dough - Peanut Butter,36.86
164,Sambuca - Ramazzotti,1.15
165,Jam - Apricot,1.22
166,Wine - Saint Emilion Calvet,65.78
167,Beef Striploin Aaa,31.42
168,"Mushroom - Oyster, Fresh",53.55
169,Chips - Potato Jalapeno,17.91
170,"Marjoram - Dried, Rubbed",65.47
171,"Arctic Char - Fresh, Whole",58.32
172,Cheese - Provolone,58.32
173,Puree - Strawberry,62.37
174,Sambuca - Opal Nera,63.49
175,Pork - Side Ribs,39.08
176,Pasta - Canelloni,1.76
177,Butter Sweet,35.41
178,Energy Drink - Franks Pineapple,29.94
179,Bread - Raisin,34.56
180,Chicken - Soup Base,49.59
181,"Nestea - Ice Tea, Diet",20.78
182,Bols Melon Liqueur,29.01
183,Sambuca - Opal Nera,46.6
184,Beef - Diced,58.73
185,Sping Loaded Cup Dispenser,24.83
186,Muffin Mix - Banana Nut,28.75
187,"Pasta - Penne, Rigate, Dry",25.07
188,Pork - Sausage Casing,64.92
189,Fennel - Seeds,37.34
190,Mustard - Dijon,68.35
191,Pastry - Choclate Baked,18.37
192,Wine - Sauvignon Blanc,17.38
193,Carbonated Water - Cherry,53.96
194,Bread Base - Goodhearth,4.47
195,Cheese Cloth No 100,17.1
196,"Cod - Salted, Boneless",30.19
197,Cookies - Englishbay Wht,33.0
198,"Wine - Red, Pelee Island Merlot",6.79
199,Melon - Cantaloupe,65.4
200,Beef - Top Sirloin - Aaa,46.07
201,Wine - Guy Sage Touraine,61.25
202,Bread - Hamburger Buns,12.22
203,Carbonated Water - Blackberry,50.06
204,Veal - Striploin,12.51
205,Lettuce - Curly Endive,56.24
206,Frangelico,4.36
207,Puree - Raspberry,9.18
208,Wine - Piper Heidsieck Brut,68.11
209,Eel Fresh,61.68
210,Yukon Jack,69.87
211,Soy Protein,14.04
212,Muffin Hinge Container 6,57.67
213,"Lentils - Red, Dry",9.7
214,Pepper - Green,3.75
215,Flavouring - Raspberry,46.02
216,Curry Powder,54.2
217,Oil - Safflower,11.98
218,"Pasta - Penne, Rigate, Dry",58.93
219,Ham Black Forest,4.02
220,Milk - Skim,37.15
221,Nut - Macadamia,15.97
222,Chick Peas - Dried,35.55
223,Fruit Salad Deluxe,65.78
224,Garam Masala Powder,58.18
225,"Nut - Chestnuts, Whole",46.61
226,"Salmon - Atlantic, No Skin",40.68
227,Goulash Seasoning,61.35
228,Chinese Foods - Plain Fried Rice,13.4
229,Worcestershire Sauce,65.92
230,Wine - Rioja Campo Viejo,43.81
231,Apples - Spartan,38.37
232,Ecolab - Hand Soap Form Antibac,56.59
233,Coffee Cup 12oz 5342cd,46.47
234,Lady Fingers,1.12
235,Chips Potato All Dressed - 43g,5.81
236,Table Cloth 62x114 White,65.0
237,Bagelers - Cinn / Brown Sugar,50.22
238,Cheese - Colby,14.61
239,Coriander - Ground,24.08
240,Flavouring - Raspberry,14.21
241,"Bread - Sticks, Thin, Plain",9.7
242,Tea - Vanilla Chai,21.72
243,Oil - Sesame,35.09
244,Zucchini - Yellow,56.63
245,Cheese - Victor Et Berthold,67.12
246,Crab Brie In Phyllo,16.25
247,Soup - Cream Of Potato / Leek,58.35
248,Appetizer - Seafood Assortment,37.26
249,Smirnoff Green Apple Twist,69.99
250,Otomegusa Dashi Konbu,55.02
251,Pork - Ground,55.97
252,Puree - Raspberry,18.2
253,Salt - Table,65.82
254,Broom - Angled,15.56
255,"Rum - Coconut, Malibu",59.22
256,Slt - Individual Portions,25.0
257,Beef Cheek Fresh,43.79
258,Nantucket - Kiwi Berry Cktl.,2.19
259,Tomato - Green,27.95
260,Muffin - Zero Transfat,54.73
261,Wine - Magnotta - Pinot Gris Sr,2.84
262,"Napkin - Cocktail,beige 2 - Ply",9.56
263,Yokaline,38.37
264,Bacon Strip Precooked,23.66
265,Tea - Honey Green Tea,1.09
266,"Placemat - Scallop, White",22.2
267,"Sauce - White, Mix",49.2
268,Cumin - Ground,37.15
269,Grouper - Fresh,44.57
270,"Beef - Roasted, Cooked",46.87
271,Flour - All Purpose,66.9
272,Cocoa Powder - Natural,69.75
273,Pepper - Red Thai,53.31
274,Butter Balls Salted,15.37
275,"Crab - Dungeness, Whole, live",54.02
276,Quail - Jumbo,51.56
277,Anchovy Paste - 56 G Tube,11.43
278,Sauce - Caesar Dressing,61.88
279,Sugar - Monocystal / Rock,7.59
280,Pomello,8.87
281,Pepper - Cayenne,43.25
282,Wine - Magnotta - Belpaese,44.82
283,"Nut - Pecan, Halves",37.94
284,Muffin - Carrot Individual Wrap,34.46
285,Mussels - Frozen,53.44
286,"Fish - Soup Base, Bouillon",28.67
287,Icecream - Dibs,38.25
288,Cafe Royale,18.7
289,Container - Clear 16 Oz,39.42
290,Bread - Pain Au Liat X12,9.67
291,Steel Wool,39.78
292,Pastry - Butterscotch Baked,23.98
293,Beer - Labatt Blue,67.85
294,"Nut - Almond, Blanched, Sliced",27.11
295,Plasticspoonblack,47.98
296,"Soup - Campbells, Creamy",33.71
297,Eggs - Extra Large,17.73
298,Ice Cream - Turtles Stick Bar,51.43
299,Grapes - Red,3.09
300,"Tortillas - Flour, 8",47.97
301,"Lemonade - Island Tea, 591 Ml",14.54
302,Appetizer - Sausage Rolls,60.14
303,Dc - Sakura Fu,1.62
304,Eggplant Italian,47.87
305,"Beans - Black Bean, Dry",38.73
306,Haggis,34.88
307,Pineapple - Regular,65.05
308,"Pasta - Cannelloni, Sheets, Fresh",20.74
309,Salt - Kosher,14.75
310,Scallops - U - 10,49.21
311,Pork Salted Bellies,38.27
312,Napkin Colour,57.05
313,Wine - Cave Springs Dry Riesling,5.75
314,Wine - Dubouef Macon - Villages,41.38
315,"Cup - 6oz, Foam",63.53
316,Spice - Montreal Steak Spice,5.59
317,"Pork - Back, Short Cut, Boneless",18.83
318,Carbonated Water - Blackcherry,19.15
319,Sun - Dried Tomatoes,68.91
320,Towel - Roll White,27.04
321,Tamarind Paste,35.36
322,Veal - Striploin,29.32
323,Calypso - Black Cherry Lemonade,56.99
324,Melon - Honey Dew,34.56
325,Lettuce - Lambs Mash,55.37
326,Flower - Commercial Bronze,61.55
327,Mushroom - Crimini,63.6
328,Kale - Red,62.2
329,Beef - Ground Lean Fresh,29.97
330,"Beans - Navy, Dry",35.5
331,Cup - Paper 10oz 92959,39.57
332,"Mop Head - Cotton, 24 Oz",37.91
333,"Soup - Knorr, Chicken Gumbo",32.15
334,Extract - Lemon,7.04
335,Muffin Mix - Raisin Bran,39.22
336,"Veal - Shank, Pieces",7.14
337,"Veal - Insides, Grains",49.72
338,Stock - Fish,3.58
339,French Pastries,33.38
340,Arizona - Green Tea,17.26
341,"Chilli Paste, Sambal Oelek",22.06
342,Carbonated Water - Blackberry,31.8
343,"Red Snapper - Fresh, Whole",12.13
344,Pie Filling - Pumpkin,27.58
345,"Veal - Insides, Grains",4.35
346,Pork - Smoked Back Bacon,2.62
347,Steamers White,28.17
348,Salmon - Fillets,39.57
349,Cut Wakame - Hanawakaba,1.76
350,Cup - 8oz Coffee Perforated,63.09
351,Sun - Dried Tomatoes,58.32
352,"Rum - Light, Captain Morgan",68.2
353,"Turkey - Breast, Bone - In",22.9
354,Flour - All Purpose,14.15
355,Mushroom - Lg - Cello,11.66
356,Sage - Rubbed,64.16
357,"Chicken - Breast, 5 - 7 Oz",30.73
358,Towels - Paper / Kraft,57.98
359,Mushroom - White Button,12.89
360,Sprite - 355 Ml,65.52
361,Filo Dough,51.66
362,Ice Cream Bar - Rolo Cone,3.88
363,V8 - Vegetable Cocktail,54.4
364,Tuna - Bluefin,34.97
365,"Bread - Roll, Canadian Dinner",4.88
366,"Wine - Sherry Dry Sack, William",10.74
367,Wine - Redchard Merritt,63.15
368,Food Colouring - Pink,53.6
369,"Trout - Rainbow, Fresh",65.26
370,"Pail - 4l White, With Handle",31.64
371,Passion Fruit,31.84
372,Salt And Pepper Mix - White,17.48
373,Lettuce - Escarole,14.26
374,True - Vue Containers,7.23
375,Lamb Shoulder Boneless Nz,46.12
376,Pork - Caul Fat,54.63
377,"Basil - Primerba, Paste",29.76
378,Okra,64.3
379,Corn Meal,63.67
380,Pepper - Gypsy Pepper,2.22
381,Wine - Manischewitz Concord,65.76
382,Jolt Cola - Red Eye,54.19
383,Rabbit - Saddles,69.64
384,Asparagus - Mexican,31.89
385,Cake - Pancake,44.84
386,Coffee Guatemala Dark,45.73
387,Puree - Strawberry,50.79
388,Wine - Port Late Bottled Vintage,49.65
389,Broom - Corn,30.97
390,Turkey - Oven Roast Breast,65.19
391,Guinea Fowl,62.32
392,Buffalo - Tenderloin,50.96
393,Five Alive Citrus,49.47
394,Beer - Paulaner Hefeweisse,49.95
395,Squid - Breaded,15.01
396,"Chilli Paste, Ginger Garlic",62.1
397,Venison - Denver Leg Boneless,6.68
398,Milk - 2%,40.22
399,"Roe - Lump Fish, Red",45.28
400,Chickhen - Chicken Phyllo,52.01
401,Pastry - Apple Muffins - Mini,41.16
402,Veal - Provimi Inside,15.64
403,Flower - Dish Garden,44.4
404,Ostrich - Prime Cut,61.98
405,Beer - Heinekin,15.67
406,Russian Prince,68.01
407,Bread - Corn Muffaleta Onion,63.62
408,Coffee - Espresso,53.79
409,Cheese - Gouda Smoked,50.81
410,"Gingerale - Schweppes, 355 Ml",4.35
411,Pastry - Mini French Pastries,68.08
412,Wine - Delicato Merlot,38.66
413,Beer - Camerons Auburn,7.82
414,Table Cloth 81x81 Colour,66.49
415,Mangostein,59.24
416,"Syrup - Monin, Irish Cream",48.7
417,Squash - Acorn,14.55
418,Wine - Gewurztraminer Pierre,40.13
419,Pepper - Pablano,54.24
420,"Sole - Dover, Whole, Fresh",48.12
421,Toamtoes 6x7 Select,63.5
422,Beef - Ox Tongue,44.66
423,"Pail - 15l White, With Handle",62.79
424,Arizona - Green Tea,55.65
425,"Wine - White, Pinot Grigio",17.61
426,Taro Leaves,57.14
427,Coffee - French Vanilla Frothy,21.02
428,Spice - Greek 1 Step,25.35
429,Muffin - Mix - Strawberry Rhubarb,54.49
430,Sobe - Green Tea,57.23
431,Cake - French Pear Tart,4.09
432,Cookie Dough - Peanut Butter,57.65
433,"Veal - Tenderloin, Untrimmed",35.15
434,Mountain Dew,62.71
435,Saskatoon Berries - Frozen,35.0
436,Carbonated Water - Peach,55.01
437,"Mushroom - Oyster, Fresh",62.5
438,Juice - Happy Planet,69.69
439,"Pepper - White, Whole",62.11
440,Cucumber - English,2.71
441,"Pepper - Paprika, Spanish",67.9
442,Mustard - Seed,56.82
443,Tuna - Yellowfin,50.38
444,Cleaner - Lime Away,5.74
445,Glove - Cutting,49.76
446,"Turkey - Breast, Smoked",27.77
447,Pheasants - Whole,57.79
448,Sorrel - Fresh,52.78
449,Cream Of Tartar,8.79
450,Bread - Ciabatta Buns,51.83
451,"Soup - Knorr, Country Bean",50.4
452,Cheese - Cottage Cheese,28.14
453,Wine - Ruffino Chianti,29.62
454,"Oil - Olive, Extra Virgin",48.74
455,Cumin - Ground,37.11
456,Chef Hat 25cm,55.62
457,Cheese - Provolone,18.12
458,Water - Spring 1.5lit,38.97
459,Cookie Double Choco,31.83
460,"Wine - White, Schroder And Schyl",67.46
461,Oysters - Smoked,68.52
462,Gherkin - Sour,66.68
463,Clam Nectar,17.78
464,Oil - Grapeseed Oil,43.36
465,Appetiser - Bought,57.56
466,Fireball Whisky,19.18
467,Squeeze Bottle,64.58
468,Energy Drink Bawls,34.86
469,Bulgar,9.92
470,"Beef - Ox Tail, Frozen",8.55
471,Kiwano,65.94
472,Hersey Shakes,69.53
473,Nectarines,10.86
474,Appetizer - Shrimp Puff,68.3
475,"Nut - Almond, Blanched, Whole",39.66
476,Beer - Fruli,35.73
477,"Lamb - Leg, Bone In",36.27
478,Sausage - Andouille,50.22
479,"Chicken - Leg, Fresh",44.99
480,Oil - Safflower,21.82
481,Gatorade - Orange,42.79
482,Quinoa,67.81
483,Cookies Oatmeal Raisin,41.43
484,Chocolate - Milk Coating,28.82
485,Puree - Kiwi,26.74
486,Sauce - Rosee,59.98
487,Yoplait - Strawbrasp Peac,37.79
488,Myers Planters Punch,32.99
489,Napkin White,51.1
490,Flour - Fast / Rapid,21.54
491,Muffin Batt - Carrot Spice,47.85
492,Mix - Cappucino Cocktail,42.28
493,Uniform Linen Charge,16.75
494,Tray - 16in Rnd Blk,12.23
495,Dr. Pepper - 355ml,26.64
496,Hog / Sausage Casing - Pork,57.68
497,"Veal - Round, Eye Of",20.44
498,Baking Soda,55.78
499,Oil - Sesame,40.7
500,Tea - Grapefruit Green Tea,47.89
